tract2010,AGENCY,APPLIANCE,ATF,Abandoned Vehicle,Adopt-A-Basket,Advocate - Levy,Advocate - Lien,Advocate-Business Tax,Advocate-Commercial Exemptions,Advocate-Foreclosure,Advocate-Personal Exemptions,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Appliance,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Borough Office,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building Marshals office,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Construction Lead Dust,Construction Safety Enforcement,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DEP Sidewalk Condition,DEP Street Condition,DOF Property - Payment Issue,DOF Property - Reduction Issue,DOOR/WINDOW,DPR Internal,DRIE,DSNY Spillage,Damaged Tree,Day Care,Dead/Dying Tree,Dept of Investigations,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Dispatched Taxi Complaint,Dispatched Taxi Compliment,Drinking,Drinking Water,Drug Activity,ELECTRIC,ELEVATOR,Electric,Electrical,Electronics Waste,Electronics Waste Appointment,Elevator,Emergency Response Team (ERT),Employee Behavior,Executive Inspections,FATF,FCST,FHV Licensee Complaint,FLOORING/STAIRS,Facades,Ferry Complaint,Ferry Inquiry,Ferry Permit,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Foam Ban Enforcement,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Forensic Engineering,Found Property,GENERAL,Gas Station Discharge Lines,General,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homebound Evacuation 4,Homeless Encampment,Homeless Person Assistance,Illegal Animal - Sold/Kept,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Injured Wildlife,Interior Demo,Internal Code,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,LinkNYC,Litter Basket / Request,Lost Property,MSOTHER,Maintenance or Facility,Miscellaneous Categories,Missed Collection,Missed Collection (All Materials),Mobile Food Vendor,Mold,Mosquitoes,Municipal Parking Facility,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Outside Building,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Peeling Paint,Pet Shop,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Quality of Life,Radioactive Material,Rangehood,Recycling Enforcement,Request Changes - A.S.P.,Request Large Bulky Item Collection,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SRDE,Safety,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Single Occupancy Bathroom,Smoking,Snow,Snow Removal,Special Enforcement,Special Natural Area District (SNAD),Special Operations,Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sustainability Enforcement,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Licensee Complaint,Taxi Report,Taxpayer Advocate Inquiry,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unlicensed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Condition,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Leak,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment,ZSYSTEST,ZTESTINT
36061014300,0,8,0,5,0,0,0,0,0,0,0,31,42,0,157,11,0,2,1,3,2,34,13,2,1,0,0,7,21,0,1,1,13,0,0,0,0,0,0,0,54,0,1,23,0,0,0,0,20,34,0,0,21,0,11,0,2,12,4,32,1,0,0,6,1,6,14,0,0,3,0,0,49,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,8,13,35,4,0,2,10,0,1,25,2,0,0,134,1,7,0,1,0,0,0,0,51,136,0,0,0,1,276,16,9,0,2,0,0,0,0,4,0,0,1,20,43,0,253,4,0,7,25,1,0,0,14,196,110,62,3,442,106,579,112,14,2,2,0,7,0,6,0,7,67,27,9,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,12,0,56,1,2,0,0,26,0,0,0,50,90,0,2,13,0,0,0,1,2,0,0,0,1,592,9,17,12,16,0,0,6,0,0,205,0,0,44,0,30,4,0,0,65,1,0,0,0,3,0,7,0,0,122,238,19,3,0,3,275,0,0,0,0
36061014401,0,7,0,0,0,0,0,0,0,0,0,20,3,4,0,33,0,9,10,0,1,1,19,1,1,0,0,9,36,0,5,3,5,2,0,0,0,0,0,12,9,0,2,1,0,0,7,0,3,0,0,0,50,0,11,0,2,2,2,20,0,0,0,0,0,0,5,0,0,2,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,1,3,1,0,1,19,0,1,48,1,0,0,111,0,9,0,0,0,0,0,0,2,13,0,1,0,0,53,18,13,0,1,0,0,0,1,20,0,0,0,1,5,0,4,2,0,21,0,0,0,0,37,257,26,1,0,0,81,24,20,6,1,1,0,2,0,0,0,18,43,23,0,0,8,0,7,0,0,0,0,3,0,0,0,0,2,0,123,0,32,0,9,0,0,11,0,0,0,11,23,0,0,4,0,0,0,0,8,0,0,0,3,63,4,5,0,1,0,1,4,0,0,42,0,0,7,0,4,1,0,0,26,2,0,2,1,0,0,1,0,0,2,0,7,4,0,1,38,0,0,0,0
36061014402,0,21,0,6,1,0,0,0,0,0,0,32,9,0,4,4,0,8,2,0,0,4,27,2,1,0,0,12,23,0,6,16,0,0,0,0,3,0,0,11,21,0,0,2,0,0,9,0,63,2,1,0,44,0,9,0,5,5,1,32,0,0,0,1,0,2,42,7,0,12,0,0,22,26,0,1,0,0,0,15,3,0,0,0,0,0,0,0,0,45,2,21,2,0,3,69,0,0,83,8,0,0,443,0,7,0,17,0,0,0,0,10,22,0,0,0,0,121,9,19,5,3,0,0,0,1,37,0,0,0,1,10,0,16,2,0,41,4,0,0,0,39,408,15,1,0,6,402,39,38,9,0,2,0,14,0,2,0,11,64,50,0,0,1,0,18,0,0,0,0,1,0,0,0,0,4,0,232,0,133,4,34,0,0,16,1,1,0,17,38,0,1,1,0,0,0,0,20,0,0,0,2,123,0,5,3,2,3,1,4,0,0,46,0,0,13,0,10,0,0,0,140,0,0,0,1,0,4,0,0,0,1,2,52,4,0,6,100,0,0,0,0
36061014500,0,4,0,0,0,0,0,0,0,0,0,142,23,0,4,4,0,3,1,15,0,5,58,1,1,0,0,13,47,0,39,1,2,1,0,0,0,0,0,16,48,1,4,12,0,0,30,0,2,2,5,0,24,0,6,0,12,4,5,19,0,0,0,0,0,0,1,1,0,1,0,0,22,7,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,34,19,79,5,0,4,3,0,0,54,5,0,0,16,0,4,0,0,0,0,0,0,52,1170,0,0,0,0,673,4,12,1,2,0,0,0,1,17,0,1,0,2,49,0,11,2,0,14,28,3,0,0,25,296,23,3,1,10,48,228,45,11,7,0,0,6,0,1,0,1,4,2,9,0,0,0,7,0,0,0,0,3,0,0,0,0,1,0,17,0,8,4,0,0,0,23,0,0,0,54,33,0,1,9,0,0,0,0,35,0,0,0,2,278,18,14,5,15,4,0,0,0,0,195,1,0,40,1,12,17,0,0,10,1,0,0,0,3,2,1,0,0,115,6,0,3,0,2,87,0,0,0,0
36061014601,0,7,0,0,0,0,0,0,0,0,0,23,7,0,0,2,0,8,8,0,3,1,20,12,2,0,0,9,37,0,2,22,7,1,0,0,1,0,0,10,44,0,0,5,0,0,3,0,29,0,1,0,24,0,8,0,12,23,2,64,0,0,0,2,1,4,27,2,0,3,0,0,9,21,0,2,0,0,0,27,3,0,0,0,0,0,0,0,1,46,12,33,1,0,1,35,0,0,60,18,0,0,338,0,1,0,0,0,0,0,0,8,64,0,0,0,0,94,7,5,1,4,0,0,0,1,13,0,0,3,0,18,0,0,0,0,38,1,0,0,0,23,303,606,0,0,0,226,62,34,14,2,1,0,25,0,2,0,5,32,72,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,187,0,40,0,13,0,0,22,0,0,0,13,36,0,21,9,0,0,0,0,28,0,0,0,4,105,2,2,2,12,0,1,2,0,0,74,1,0,12,0,10,0,0,0,64,0,0,0,0,0,3,2,0,0,17,0,17,5,0,3,48,0,0,0,0
36061014602,0,19,0,0,0,0,0,0,0,0,0,51,11,0,0,1,0,9,2,1,0,1,26,4,1,0,0,29,43,0,7,9,0,0,0,0,4,0,1,6,40,0,0,11,0,0,7,0,69,0,2,0,33,0,11,0,4,13,7,50,0,0,0,7,0,2,21,1,0,9,0,0,38,18,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,57,17,24,0,0,3,89,0,0,84,14,0,0,309,0,13,0,0,0,0,0,0,10,79,0,0,0,0,457,12,28,0,2,0,0,0,4,38,0,0,1,2,14,0,1,1,0,14,2,2,0,0,36,449,286,4,0,0,254,61,204,10,2,1,0,23,0,2,0,11,63,60,1,0,0,0,21,0,0,0,0,1,0,0,0,0,2,0,245,1,69,1,9,0,0,14,0,0,0,22,39,0,13,2,0,0,0,0,28,0,0,0,1,249,4,4,1,7,2,1,5,0,0,73,0,0,13,0,12,2,0,0,87,0,0,0,1,2,5,0,0,0,11,1,47,3,0,5,105,0,0,0,0
36061014700,0,0,0,0,0,0,0,0,0,0,0,19,3,0,1,0,0,0,1,1,0,0,10,0,0,0,0,12,10,0,1,4,0,2,0,0,0,0,0,1,10,0,1,1,0,0,9,0,1,19,0,0,1,0,1,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,5,0,0,1,1,0,0,13,2,0,0,11,0,1,0,0,0,0,0,0,1,20,0,0,0,0,148,1,1,1,0,0,0,0,0,6,0,0,0,2,2,0,38,1,0,10,0,0,0,0,3,68,6,0,0,0,25,9,12,4,0,0,0,6,0,1,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,0,3,0,2,0,0,8,0,3,0,20,7,0,2,0,0,0,0,0,2,0,0,0,0,62,2,11,4,1,0,0,0,0,0,36,0,0,2,0,2,0,0,0,11,2,0,1,0,0,0,0,0,0,5,5,4,0,1,0,22,0,0,0,0
36061014801,0,1,0,0,0,0,0,0,0,0,0,19,26,0,0,2,0,9,2,0,0,0,8,0,0,0,0,7,19,0,0,2,1,1,0,0,0,0,0,5,20,0,0,2,0,0,3,0,12,0,0,0,18,0,11,0,3,3,0,33,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,18,12,11,0,0,1,9,0,0,26,7,0,0,54,0,7,0,0,0,0,0,0,4,177,0,0,0,0,168,1,9,0,0,0,0,0,0,9,0,0,0,1,9,0,0,0,0,6,5,0,0,0,8,124,47,2,0,0,36,20,28,7,0,0,0,10,0,3,0,1,5,5,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,48,0,12,1,0,0,0,10,1,0,0,17,30,0,7,3,0,0,0,0,9,0,0,0,0,71,3,7,2,1,0,0,1,0,0,56,0,0,13,0,4,0,0,0,10,0,0,0,0,0,0,1,0,0,32,0,5,1,0,0,83,0,0,0,0
36061014802,0,4,0,11,0,0,0,0,0,0,0,49,8,2,0,3,0,3,4,0,0,1,32,1,4,0,0,14,37,0,4,13,2,1,0,0,1,0,0,23,39,0,24,6,0,0,9,0,13,0,2,0,70,0,24,0,3,10,2,70,0,0,0,0,0,1,26,0,0,4,0,0,15,46,0,1,0,0,0,8,5,0,0,0,0,0,0,0,0,39,13,16,1,0,2,34,0,1,148,24,0,0,241,0,12,0,0,0,0,0,0,8,119,0,0,0,0,169,12,10,0,1,0,0,0,1,39,0,0,0,5,16,0,0,1,0,18,2,3,0,0,73,533,69,32,0,0,160,41,94,10,1,1,0,8,0,4,0,5,69,40,0,0,0,0,17,0,0,0,0,4,0,0,0,0,1,0,188,0,87,0,8,0,0,31,2,4,0,33,55,0,3,4,0,0,0,0,10,0,0,0,2,213,10,7,3,4,2,1,1,0,0,61,0,0,13,0,5,0,0,0,97,0,0,0,1,8,6,0,0,0,10,0,23,3,0,2,73,0,0,0,0
36061014900,0,1,0,0,0,0,0,0,0,0,0,21,7,0,1,0,0,13,2,1,2,4,13,2,5,0,0,15,44,0,0,2,7,0,0,1,0,0,0,10,30,0,2,9,0,0,25,0,19,0,1,0,14,2,2,0,7,5,3,15,0,0,0,0,0,3,20,1,0,7,0,0,12,22,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,28,16,163,1,0,8,13,0,1,108,12,0,0,178,0,8,0,0,0,0,0,0,45,1478,0,0,0,0,482,2,14,1,4,0,0,0,0,17,0,0,0,6,38,0,4,3,0,15,16,3,0,0,4,452,69,1,0,18,61,82,36,6,6,0,0,7,0,0,0,1,34,12,3,0,0,0,9,0,0,0,0,7,1,0,0,0,7,0,57,1,13,0,5,0,0,9,0,1,0,45,39,0,1,6,0,0,0,0,13,0,0,0,12,250,21,13,7,11,1,0,0,0,0,157,2,0,28,0,12,1,0,0,66,0,0,0,0,6,0,2,0,0,122,16,13,3,0,7,69,0,0,0,0
36061015001,0,3,0,3,0,0,0,0,0,0,0,11,1,0,4,1,0,2,1,0,0,0,4,0,0,0,0,6,19,0,10,8,1,0,0,0,0,0,0,12,14,0,1,7,0,0,2,0,1,0,0,0,16,0,4,1,1,18,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,19,3,1,0,0,0,0,0,0,25,0,0,0,15,0,3,0,0,0,0,0,0,3,9,0,0,0,0,40,6,3,1,3,0,0,0,0,14,0,0,0,1,8,0,4,2,0,3,4,1,0,0,3,115,8,12,0,2,14,1,13,1,1,1,0,2,0,0,0,3,0,6,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,15,0,36,0,2,0,0,4,1,0,0,8,18,0,0,0,0,0,0,0,9,0,0,0,0,73,2,7,2,4,2,0,0,0,0,39,0,0,7,0,5,1,0,0,9,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,18,0,0,0,0
36061015002,0,1,0,0,0,0,0,0,0,0,0,19,5,0,2,0,0,13,6,0,0,2,46,0,0,0,0,13,40,0,4,3,0,0,0,0,0,0,0,13,14,1,0,9,0,0,1,0,13,0,0,0,36,0,24,0,5,1,1,14,0,0,0,0,0,1,14,3,0,1,0,0,18,5,0,3,0,0,0,13,3,0,0,0,0,0,0,0,0,12,1,8,1,0,1,32,0,0,41,4,0,0,52,0,2,0,0,0,0,0,0,4,22,0,0,0,0,114,4,8,2,1,0,0,0,1,11,0,0,0,3,17,0,2,0,0,20,0,2,0,0,62,333,10,21,0,4,63,28,12,3,2,1,0,7,0,2,0,9,40,28,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,16,0,14,0,9,0,0,8,1,0,0,28,20,0,0,0,0,0,0,0,4,0,0,0,1,167,6,14,3,5,0,0,0,0,0,52,0,0,6,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,11,0,32,0,0,4,53,0,1,0,0
36061015100,0,7,0,2,0,0,0,0,1,0,0,23,25,0,3,2,0,1,0,8,1,2,26,13,0,0,0,7,18,0,3,5,5,1,0,0,3,0,0,31,24,0,8,7,0,0,39,0,14,0,8,0,3,3,4,0,6,9,13,51,0,0,0,1,1,6,17,3,0,1,0,0,38,21,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,31,2,17,0,0,2,12,0,0,80,8,0,0,81,0,15,0,6,0,0,0,0,10,72,0,0,0,7,241,7,30,4,2,0,0,0,3,21,0,1,0,6,20,0,10,0,0,13,0,0,0,0,18,499,22,2,2,45,825,230,50,8,4,0,0,11,0,0,0,2,13,52,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,44,0,33,0,4,0,0,24,2,314,0,37,32,0,4,2,0,0,0,0,20,0,0,0,5,159,15,21,11,48,5,0,1,0,0,65,0,0,16,0,11,0,0,0,50,5,0,0,9,0,2,0,0,1,1,2,16,1,0,13,96,0,0,0,0
36061015200,0,2,0,2,0,0,0,0,0,0,0,19,19,0,0,6,0,5,3,1,0,2,55,3,2,0,0,4,13,0,0,14,0,0,0,0,1,0,0,14,11,0,0,2,0,0,6,0,12,0,0,0,15,0,9,0,1,2,5,21,1,0,0,0,0,6,4,2,0,0,0,0,35,16,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9,6,26,2,0,0,7,0,0,74,13,0,0,75,0,5,0,4,0,0,0,0,14,37,0,0,0,4,98,11,11,1,3,0,0,0,2,10,0,0,0,0,9,0,28,0,0,1,0,1,2,0,3,377,23,0,0,6,606,87,31,2,0,2,0,6,0,1,0,4,16,16,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,44,0,22,0,4,0,0,11,0,0,5,30,36,0,3,2,0,0,0,0,5,0,0,0,5,117,7,7,4,3,1,0,1,0,0,73,1,0,16,0,36,0,0,0,28,1,0,0,4,1,1,0,0,0,0,0,3,4,0,4,41,0,0,0,0
36061015300,0,7,0,0,0,0,0,0,0,0,0,71,15,1,3,4,0,11,2,4,0,6,83,8,8,0,0,43,130,0,27,21,5,1,0,0,0,0,0,13,44,2,1,17,0,0,17,0,84,0,3,0,47,0,10,0,14,14,7,77,0,0,0,2,0,7,21,8,0,9,0,0,36,12,0,3,0,0,0,28,5,0,0,0,0,0,0,0,0,61,11,57,3,0,11,79,0,0,113,8,0,0,298,2,14,0,0,0,0,0,0,146,1348,0,0,0,0,916,10,32,3,5,0,0,0,0,41,0,0,6,9,26,0,16,4,0,23,8,2,0,0,35,625,108,0,1,3,269,89,57,27,0,1,0,31,0,4,0,5,46,57,2,0,1,0,21,0,0,0,0,2,0,0,0,0,2,0,213,5,172,0,16,0,0,44,1,0,0,31,78,0,3,16,0,0,0,0,30,0,0,0,8,159,10,22,8,4,0,0,5,0,0,121,0,0,20,0,14,1,0,0,88,1,0,0,3,6,6,1,0,0,99,7,34,4,0,9,137,0,0,0,0
36061015400,0,25,0,5,0,0,0,0,0,0,0,49,24,0,11,4,0,9,6,8,1,5,28,5,6,0,0,23,57,0,11,20,2,2,0,1,7,0,0,15,50,0,1,7,0,0,33,0,50,0,8,0,45,0,17,0,23,7,7,59,0,0,0,2,2,8,38,2,0,5,0,0,22,20,0,3,0,0,0,37,1,0,0,0,0,0,0,0,0,54,5,22,2,0,3,60,0,2,135,22,0,0,415,0,16,0,0,0,0,0,0,13,97,0,0,0,1,189,15,48,2,3,0,0,0,2,62,0,4,12,4,16,0,20,4,0,40,3,3,5,0,69,441,408,7,1,3,596,106,70,14,5,1,0,22,0,1,0,4,78,94,8,0,0,0,9,0,1,0,0,2,0,0,0,0,3,0,389,0,78,2,19,0,0,22,2,7,3,17,68,0,11,10,0,0,0,0,36,0,0,0,5,220,3,9,5,5,5,0,0,0,0,135,0,0,15,0,4,0,0,0,159,1,0,1,4,4,6,1,0,3,12,1,75,1,0,18,67,0,0,0,0
36061015500,0,5,0,5,0,0,0,0,0,0,0,14,7,0,3,0,0,7,6,0,0,10,24,0,0,0,0,6,17,0,1,1,1,0,0,0,2,0,0,3,22,0,16,7,0,0,15,0,5,0,5,0,11,0,16,0,4,7,5,23,1,0,0,0,1,3,6,0,0,1,0,0,10,76,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,15,5,20,0,0,0,2,0,1,211,3,0,0,16,0,2,0,7,0,0,0,0,15,28,0,0,0,1,136,5,13,0,2,0,0,0,1,23,0,0,0,0,8,0,30,0,0,3,1,0,0,0,9,588,19,0,0,3,41,23,21,5,0,0,0,5,0,2,0,3,4,11,0,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,27,1,36,0,0,0,0,11,0,23,0,15,37,0,0,3,0,0,0,0,3,0,0,0,5,127,13,9,8,17,1,0,1,0,0,64,0,0,13,0,3,0,0,0,18,1,0,0,1,1,3,0,0,0,3,9,7,7,0,11,39,0,0,0,0
36061015601,0,1,0,1,0,0,0,0,0,0,0,12,6,0,0,1,0,0,1,0,1,5,47,0,3,0,0,8,27,0,3,17,5,0,0,0,0,0,0,15,19,0,1,0,0,0,2,0,11,0,9,0,7,0,4,0,6,12,12,19,1,0,0,1,0,1,6,1,0,5,0,0,27,20,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,5,6,20,2,0,0,16,0,0,81,7,0,0,164,0,3,0,0,0,0,0,0,6,43,0,0,0,0,118,2,8,1,3,0,0,0,0,17,0,0,1,3,10,0,0,3,0,7,0,0,0,0,12,239,92,1,10,1,221,31,27,6,0,1,0,9,0,0,0,1,28,38,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,96,0,57,0,3,0,0,13,2,5,1,4,17,0,1,7,0,0,0,0,12,0,0,0,2,64,1,8,3,3,2,0,0,0,0,50,0,0,10,0,5,0,0,0,81,0,0,0,0,0,0,0,0,0,2,0,21,1,0,4,35,0,0,0,0
36061015602,0,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,3,4,0,0,0,3,3,0,0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,2,0,9,1,3,0,1,2,1,9,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,13,0,0,1,2,0,0,3,1,0,0,59,0,4,0,0,0,0,0,0,7,62,0,0,0,0,162,1,0,5,0,0,0,0,0,6,0,0,0,2,4,0,6,0,0,1,0,0,0,0,0,22,13,1,6,5,178,38,11,2,1,0,0,0,0,0,0,0,6,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,83,0,0,0,0,5,0,0,0,11,14,0,6,0,0,0,0,0,1,0,0,0,0,33,0,2,2,5,0,0,0,0,0,23,0,0,5,0,1,0,0,0,16,0,0,0,0,1,0,1,0,1,3,0,4,0,0,5,17,0,0,0,0
36061015700,0,17,0,3,0,0,0,0,0,0,0,95,32,0,0,11,0,28,0,0,3,4,24,11,6,0,0,28,115,0,10,77,3,1,0,0,1,0,0,19,88,2,0,13,0,0,11,0,55,0,5,0,48,0,21,0,72,8,7,75,0,0,0,4,0,4,61,3,0,5,0,0,132,36,0,1,0,0,0,33,4,0,0,0,0,0,1,0,1,85,24,26,0,0,2,66,0,2,163,12,0,0,580,0,16,0,0,0,0,0,0,167,294,0,0,0,1,423,13,67,10,2,0,0,0,0,75,0,0,3,12,20,0,12,2,0,32,1,5,0,0,78,635,176,10,1,0,338,197,198,19,1,0,0,12,0,3,0,9,118,76,9,0,2,0,38,0,1,0,0,7,0,1,0,0,5,0,342,1,186,2,30,0,1,56,1,0,3,43,57,0,5,8,0,0,0,0,32,0,0,0,7,260,4,4,2,5,0,0,0,0,0,104,0,0,18,0,9,0,0,0,215,0,0,3,10,10,2,6,0,0,22,1,34,0,0,12,140,0,0,0,0
36061015801,0,3,0,2,0,0,0,0,0,0,0,22,5,0,0,1,0,4,1,1,0,2,40,4,4,0,0,8,54,0,5,6,1,1,0,0,3,0,0,16,30,0,0,12,0,0,3,0,21,0,3,0,61,0,40,0,2,10,2,30,1,0,0,0,0,22,14,0,0,3,0,0,6,11,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,38,8,5,0,0,1,27,0,0,78,15,0,0,208,0,6,0,0,0,0,0,0,5,31,0,0,0,1,91,7,19,1,2,0,0,0,0,18,0,0,0,1,24,0,20,0,0,33,3,1,0,0,126,146,219,11,0,2,169,34,35,20,0,0,0,10,0,2,0,15,27,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,191,0,39,3,5,0,0,22,1,3,0,10,77,0,7,10,0,0,0,0,17,0,0,0,4,98,11,12,5,4,0,0,2,0,0,70,0,0,22,0,4,0,0,0,36,1,0,0,2,0,1,0,0,0,2,2,9,1,0,2,45,0,0,0,0
36061015802,0,6,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,2,0,0,0,0,67,1,0,0,0,2,14,0,0,0,0,0,0,0,1,0,0,1,4,0,0,4,0,0,0,0,44,0,0,0,7,1,4,0,0,0,2,13,0,0,0,1,0,2,17,0,0,0,0,0,3,3,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,19,2,6,2,0,0,62,0,2,13,9,0,0,309,0,3,0,0,0,0,0,0,1,22,0,0,0,0,59,0,2,0,3,0,0,0,0,10,0,0,0,0,3,0,4,0,0,16,3,0,0,0,7,52,21,1,0,4,172,99,158,4,0,0,0,1,0,0,0,1,24,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,65,0,27,0,1,0,0,7,0,0,0,7,10,0,0,0,0,0,0,0,4,0,0,0,4,32,2,6,1,2,0,0,0,0,0,19,0,0,8,0,6,0,0,0,29,0,0,0,0,0,1,0,0,0,4,0,10,1,0,1,19,0,0,0,0
36061015900,0,9,0,2,0,0,0,0,0,0,0,43,47,0,0,2,0,10,3,2,2,1,21,4,2,0,0,13,25,0,9,17,3,1,1,0,9,0,1,16,28,0,0,22,0,0,17,0,45,0,0,0,33,1,18,0,19,7,4,54,0,0,0,1,0,1,30,2,0,10,0,0,35,14,0,1,0,0,0,25,5,0,0,0,0,0,0,0,0,37,12,23,1,0,2,39,0,0,86,22,0,0,282,0,10,0,0,0,0,0,0,173,359,0,0,1,1,411,5,23,2,2,0,0,0,1,47,0,0,1,31,26,0,28,7,0,43,1,0,0,0,21,287,28,6,1,1,238,235,69,61,6,1,0,19,0,6,0,6,75,73,16,0,0,0,17,0,0,0,0,2,2,3,0,0,0,0,249,0,104,1,7,0,0,27,1,0,2,44,91,0,3,11,0,0,0,0,21,0,0,0,6,171,17,15,4,13,2,0,3,0,0,63,0,0,20,0,14,2,0,0,114,2,0,0,3,0,3,4,0,0,34,2,32,7,0,12,156,0,0,0,0
36061016001,0,3,0,0,0,0,0,0,0,0,0,25,5,0,2,0,0,5,1,1,1,0,12,0,3,0,0,15,54,0,2,9,3,0,0,0,1,0,0,16,7,0,0,4,0,0,2,0,3,0,0,0,52,0,16,0,1,1,0,7,0,0,0,0,0,0,11,0,0,4,0,0,7,4,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,6,2,9,0,0,1,6,0,0,46,2,0,0,63,1,1,0,0,0,0,0,0,2,27,0,0,0,0,77,12,6,1,1,0,0,0,1,13,0,0,0,2,13,0,7,1,0,32,0,0,0,0,116,83,2,30,0,0,42,15,14,5,1,0,0,0,0,2,0,5,9,12,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,45,1,9,2,0,0,0,6,1,1,0,46,32,0,0,8,0,0,0,0,4,0,0,0,0,103,8,8,8,1,0,0,2,0,0,40,0,0,11,0,2,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,6,2,0,3,137,0,0,0,0
