tract2010,Add A Bin,Add A Can,Add A Can CANCELLATION,Add A Cart,Add A Cart CANCELLATION,Air Pollution,Amenity New,Amenity Repair,Ashby Highrise Concern,Automated Recycling for Business NEW,Bandit Sign,Boarding Homes,Bridge and Barricade,Building Break In,Building or Sign Code,City Engineer,Clean Pavilion or Restroom,Complaint Form Request,Container Placement,Container Problem,Court Surface Repair,Crisis Cleanup,Dangerous Commercial Building,Dead Animal Collection,Disaster Preparedness Guide Request,Disaster Recovery Escalation,Drainage,Drainage System Violation,Drinking Water Public Notice,Dugout Repair,Dumpster Complaint,Dumpster Permit,Electrical Hazard,Environmental Health Escalation,Eviction Notice,Fence Repair,Fire Code Complaint,Fire Hydrant,Flashing School Beacon,Flooding,Fountain Repair,Fountain Repair Urgent,Fuel Island,Graffiti - ATT Telephone Equipment,Graffiti - CenterPoint Electrical Equipm,Graffiti - City Bridge,Graffiti - City Park,Graffiti - City Property,Graffiti - City Street/Curb,Graffiti - City Water Fixture,Graffiti - Harris County Flood Control P,Graffiti - Harris County Toll Road,Graffiti - METRO Bus/Rail,Graffiti - Railroad Fixture,Graffiti - School District Property,Graffiti - TXDoT Highway,Graffiti - Traffic Signal/Sign,Graffiti Private or Commercial Property,Health Code,Heavy Trash Violation,Hole in Unpaved Ground,House Move Route,Icing Bridge,Icing Roadway,Identify Numbered Address,Junk Motor Vehicle,Language Interpretation,Liaison Note,Lighting,Litter Esplanade Median,Litter Park,Major Water Leak,MayorSidewalk,Medical Evacuation,Minimum Standards,Minor Water Leak,Miss Complaint,Missed Garbage Pickup,Missed Heavy Trash Pickup,Missed Recycling Pickup,Missed Yard Waste Pickup,Mow Esplanade or Median,Mow Park,Multi-Resident Facility,MultiFamily Habitability Violation,Neighborhood Clean up,Neighborhoods Escalation,New CIP Request,New Move In Service,New Resident Container,New Resident in Private Development,Non Residential Collection CANCEL,Non Residential Collection Service NEW,Nuisance On Property,Nuisance on Commercial Property,Order Bag Tags,PWE CIP Project,PWE Escalation,Paint Stripes,Park Facilities Escalation,Park Forestry Escalation,Park Greenspace Escalation,Parking Escalation,Parking Lot Pothole,Parking Meter,Parking Violation,Pest Control,Playground or Court Equipment,Pool Fence,Pool Water Quality Control,Poor Drainage,Portacan Problem,Post Replace or Install,Pothole,Property Damage,Recycle Bin/Cart Retrieve,Recycle Program Start Up,Recycling Cart Repair or Replace,Recycling Participation NEW,Restoration Due To Utility Work,SPARK Park,SWM Escalation,Severe Storm Tree Removal,Sewer Manhole,Sewer Wastewater,Sidewalk Repair,Soccer Goal,Speed Cushion Repair,Spilled Debris,Sprinkler Repair,Storm Damage,Storm Debris Collection,Street Condition,Street Hazard,Subpoena,TPIA,Traffic Applications,Traffic Bridge/Freeway Lighting,Traffic General,Traffic Markings,Traffic School Zones,Traffic Signal Maintenance,Traffic Signals,Traffic Signs,Trail Repair,Trash Can New,Trash Dumping or Illegal Dumpsite,Tree Code Violation,Tree Planting,Tree Removal,Tree Stump Grinding,Tree Trim,Unclassified 311 Web Request,Unregulated Boarding House,Unregulated Residential Facility,Vehicle for Hire Complaint,Vital Statistics Escalation,Water Leak,Water Main Valve,Water Playground Repair,Water Quality,Water Service,Water or Ground Pollution
48201251000,0,0,0,0,0,1,0,0,0,0,11,0,3,0,13,1,0,0,0,0,0,9,0,18,0,0,18,0,0,0,1,0,0,0,0,0,1,9,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,3,2,0,1,0,2,40,0,0,0,0,0,2,26,4,33,0,0,0,1,2,4,0,25,19,38,0,0,4,0,0,3,0,3,3,0,0,0,0,142,29,0,24,42,0
48201251100,0,59,19,0,0,4,0,0,0,0,9,0,5,0,48,14,0,0,0,233,0,38,4,31,2,0,410,2,0,0,0,0,0,0,0,1,2,26,9,61,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,1,0,13,0,0,0,0,1,0,0,0,3,0,0,205,179,185,54,1,1,0,1,0,0,2,1,56,0,0,0,107,1,0,57,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,24,1,1,0,60,38,35,0,98,0,17,143,0,0,0,9,0,4,111,60,127,0,0,0,5,6,8,1,12,5,50,1,0,35,0,0,16,0,24,11,1,0,0,0,395,105,0,107,146,7
48201251200,0,0,0,0,0,7,0,0,0,0,3,0,2,0,13,3,0,0,0,1,0,37,0,9,0,0,51,2,0,0,1,0,0,0,0,0,0,6,7,69,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,17,0,0,0,20,0,0,6,2,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,26,1,0,0,0,8,9,0,6,0,3,74,0,0,0,0,0,0,90,29,49,0,0,2,0,6,12,0,88,51,38,0,0,0,0,0,8,0,13,7,0,0,0,0,250,82,0,44,47,1
48201251300,0,2,2,0,0,1,1,1,0,0,9,0,5,0,10,2,0,0,0,12,0,45,0,43,0,0,104,1,0,0,0,0,0,0,0,0,0,22,37,82,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,1,5,2,5,1,0,0,1,0,5,0,0,1,1,0,0,0,0,1,0,0,10,5,3,5,4,0,0,1,0,0,1,0,13,0,0,0,19,0,0,8,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,28,1,0,0,1,9,15,0,7,0,9,87,0,0,0,1,0,0,186,34,114,0,0,0,2,22,12,4,137,57,75,1,0,2,0,0,24,0,47,12,0,0,0,0,377,76,0,72,73,1
48201251401,0,19,5,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,103,0,94,0,12,0,0,20,1,0,0,0,0,0,0,0,0,0,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,48,31,20,4,0,0,0,0,0,1,10,73,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,5,0,32,61,2,0,52,0,2,25,0,0,0,3,0,0,161,10,18,0,0,0,0,3,0,0,1,2,14,0,0,1,0,0,4,0,2,2,0,0,0,0,158,12,0,6,26,0
48201251402,0,55,7,0,0,4,0,0,0,0,0,0,4,0,15,2,0,0,1,469,0,219,0,22,0,0,51,0,0,0,1,0,0,0,0,0,0,14,0,259,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,235,246,101,86,7,0,0,1,0,0,0,4,50,0,0,1,19,0,0,12,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,3,7,0,84,37,15,0,187,0,1,66,0,0,0,8,0,0,406,16,64,0,0,0,0,12,4,0,75,37,29,0,0,5,0,0,11,0,22,2,0,0,0,0,304,85,0,22,56,0
48201251501,0,19,5,0,0,0,0,0,0,0,0,0,2,0,30,9,0,0,0,121,0,25,2,6,0,0,57,2,0,0,0,0,0,0,0,0,0,26,4,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,1,2,0,0,142,74,42,22,0,0,0,0,0,0,0,2,43,0,0,0,30,1,0,8,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,2,0,19,36,12,0,47,0,6,54,0,0,0,7,0,2,78,39,38,0,0,1,2,1,1,0,0,0,38,0,0,17,0,1,7,0,3,8,0,0,0,0,292,20,0,34,62,2
48201251502,0,5,1,0,0,1,0,0,0,0,4,0,0,0,13,7,0,0,0,10,0,20,0,35,0,0,100,1,0,0,2,0,0,0,0,0,1,43,4,31,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,12,17,1,0,0,0,0,0,0,4,0,17,0,1,2,17,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,2,14,68,0,13,0,12,115,0,0,0,0,1,0,56,31,67,0,0,1,1,6,6,6,89,109,44,0,0,5,0,0,5,0,17,6,0,0,0,0,823,64,0,63,99,1
48201251503,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,11,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,6,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,13,0,0,0,0,0,0,24,4,18,0,0,0,1,1,1,1,9,7,9,0,0,1,0,0,1,0,7,1,0,0,0,0,137,8,0,8,11,0
48201251600,0,22,8,0,1,0,0,0,0,0,0,0,4,0,21,5,0,0,0,79,0,7,0,0,0,0,69,0,0,0,1,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,39,19,44,1,1,0,0,0,0,0,2,4,40,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,33,29,2,0,42,0,2,10,0,0,0,0,0,1,44,13,20,0,0,0,0,1,1,0,0,0,14,0,0,6,0,0,6,0,4,1,0,0,0,0,26,4,0,1,57,1
48201251700,0,93,15,0,0,3,0,0,0,0,2,0,5,0,33,22,0,0,4,418,0,11,0,16,0,0,150,1,0,0,1,0,0,0,0,0,2,11,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,1,13,0,1,0,0,0,0,0,0,3,0,0,313,95,73,5,0,0,0,2,0,0,3,10,139,0,0,3,34,0,1,39,5,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,9,1,3,0,51,70,18,0,174,0,23,133,0,0,0,2,0,1,56,46,65,0,0,0,1,5,2,0,20,2,56,0,0,21,0,0,7,0,14,9,0,0,0,0,166,18,0,63,159,1
48201251901,0,3,1,0,0,2,0,0,0,0,0,0,1,0,20,6,0,0,0,16,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,26,11,13,0,0,0,0,1,0,0,0,1,24,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,14,0,0,19,0,4,6,0,0,0,0,0,0,4,2,6,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,7,0,0,3,24,1
48201252000,0,0,0,0,0,4,0,1,0,0,1,0,2,0,14,1,0,0,0,15,0,3,0,16,0,0,8,1,0,0,0,0,0,0,0,0,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,2,3,61,0,0,0,12,0,0,7,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,2,44,11,0,4,0,2,14,0,0,0,0,0,0,6,11,24,0,0,0,0,1,2,0,24,10,18,0,0,4,1,0,1,0,2,4,0,0,0,0,100,7,0,11,52,1
48201252100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48201252500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,0
48201310100,1,7,7,0,0,12,2,9,0,0,14,0,5,0,52,33,3,0,5,164,3,1,5,38,1,0,96,3,1,0,15,0,2,0,0,0,1,73,20,11,1,0,0,1,3,1,2,0,1,0,0,0,0,0,0,2,1,16,17,49,0,0,0,0,0,7,0,5,5,4,14,0,0,0,2,0,0,314,84,191,6,1,2,0,8,0,0,8,9,148,1,1,2,180,7,0,128,4,0,1,0,0,0,0,81,91,1,2,0,1,1,3,1,72,0,4,0,20,136,32,0,90,0,15,277,1,0,0,1,1,0,5,150,181,1,0,1,9,14,29,4,257,96,159,3,0,79,0,0,13,0,30,30,0,1,0,0,396,68,12,34,467,2
48201310200,0,5,1,0,0,6,2,2,0,0,6,0,4,0,35,8,0,0,2,77,0,0,6,29,0,0,35,2,0,0,10,0,0,0,0,2,0,21,6,3,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,19,2,20,0,0,0,0,2,4,0,0,0,6,3,1,0,0,1,0,0,119,26,101,8,4,0,0,2,0,0,1,3,85,0,1,1,111,6,0,34,0,0,0,0,0,0,0,9,56,0,0,0,0,0,0,1,40,0,0,0,18,73,17,0,45,2,7,111,0,0,4,4,0,0,2,64,112,1,2,0,23,10,13,0,281,73,78,0,0,53,1,0,6,0,20,28,0,0,0,0,206,40,0,5,105,2
48201310300,4,8,3,0,0,6,0,1,0,0,8,0,0,0,111,25,0,0,0,248,0,3,3,111,0,0,80,3,0,0,10,0,0,0,0,0,5,24,41,12,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,14,15,109,0,0,0,0,0,15,0,0,4,3,1,0,0,0,9,0,1,273,155,268,49,7,0,0,16,0,1,5,0,90,1,1,1,145,7,1,47,3,0,1,4,0,0,0,1,153,0,0,0,0,0,0,0,41,1,4,0,144,86,45,0,107,1,1,284,0,0,0,10,0,0,19,85,132,0,0,4,18,19,16,6,105,38,123,0,0,41,1,0,33,0,51,21,0,0,0,0,293,45,0,7,104,1
48201310400,0,9,3,0,0,8,0,4,0,0,1,0,0,0,50,18,7,0,0,271,0,2,2,68,1,0,73,0,0,0,12,0,0,0,1,0,3,6,20,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,7,40,1,0,0,0,0,18,0,0,6,1,3,0,0,0,6,0,0,295,55,181,20,0,1,0,11,0,1,3,1,74,0,1,1,109,2,0,42,2,0,0,0,0,0,0,0,72,2,0,0,0,0,0,0,23,5,2,0,26,51,16,0,69,0,4,205,0,0,0,10,0,1,9,30,76,0,0,1,0,3,7,2,53,11,40,1,0,45,0,0,19,1,31,14,2,0,0,0,175,33,2,14,74,4
48201310500,2,9,5,0,0,7,6,2,0,0,4,0,0,0,65,11,2,0,3,235,0,0,1,95,0,0,173,2,0,0,13,0,0,0,0,0,6,29,28,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,14,93,1,0,1,0,0,24,0,0,15,2,29,1,0,0,7,1,0,178,125,159,5,0,5,0,12,0,0,4,1,70,1,0,6,134,1,0,48,4,0,0,0,0,0,1,1,61,0,2,0,1,3,0,2,28,0,1,0,33,59,29,0,57,0,10,258,4,0,0,4,1,1,19,57,127,0,0,2,1,18,12,3,88,19,107,0,2,50,1,2,37,1,54,36,2,1,0,0,216,65,1,9,85,2
48201310600,2,20,3,0,0,8,0,10,0,0,4,0,2,0,60,18,2,0,3,229,0,6,3,72,0,0,57,2,1,1,14,0,0,0,0,2,1,23,18,10,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,3,22,61,0,0,0,0,0,19,0,0,10,1,4,0,0,0,9,1,0,380,132,245,33,1,4,0,8,0,0,2,2,84,0,0,4,84,5,0,52,3,0,1,1,0,0,0,1,141,0,0,0,0,0,1,0,25,2,1,0,133,67,39,0,89,0,6,267,1,0,0,4,0,2,32,59,116,0,0,2,0,18,9,1,37,10,70,0,0,20,0,0,40,0,52,24,1,0,0,0,328,46,0,10,106,0
48201310700,0,9,8,0,0,1,0,0,0,0,9,0,3,0,33,6,0,0,2,197,0,0,1,60,0,0,22,5,0,0,4,0,1,0,0,0,2,25,14,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,17,19,0,0,0,0,0,5,0,0,5,1,0,1,0,0,4,0,0,262,77,101,33,0,0,0,15,0,0,1,2,26,0,1,2,44,0,0,25,1,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,21,1,1,0,58,27,27,0,72,1,10,151,2,0,0,3,0,0,18,59,91,0,0,1,10,4,9,0,64,13,47,0,0,15,0,0,23,0,11,15,0,0,0,0,184,28,0,6,46,0
48201310800,0,4,1,0,0,1,0,0,0,0,1,0,3,0,17,1,0,0,2,48,0,0,0,14,0,0,20,3,0,0,2,0,0,0,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,150,38,65,4,0,0,0,22,0,0,1,0,12,0,0,0,43,2,0,8,2,0,0,0,0,0,0,1,18,0,0,0,0,1,0,0,8,1,1,0,17,9,9,0,17,0,3,81,0,0,0,1,0,0,3,25,39,1,0,0,0,2,6,0,43,4,25,0,0,5,0,0,7,0,6,10,0,0,0,0,111,10,0,5,27,1
48201310900,0,26,7,0,0,13,0,0,0,0,3,0,4,0,51,16,0,0,4,289,0,2,3,97,0,0,61,3,0,0,18,0,0,0,0,0,5,15,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,74,0,0,0,0,0,20,0,0,0,1,0,0,0,0,7,0,0,567,103,150,5,0,0,0,11,0,0,6,2,76,0,2,3,108,7,0,22,0,0,0,0,0,0,0,10,75,0,1,0,0,0,1,0,35,0,3,0,46,53,18,0,91,0,9,182,0,0,0,6,1,1,18,92,86,0,0,2,0,6,2,0,260,12,62,0,0,47,0,0,17,1,35,10,3,3,0,0,173,33,0,13,45,4
48201311000,1,46,9,1,2,21,0,4,0,0,5,0,1,0,66,13,0,0,6,461,0,0,6,175,0,0,53,7,0,0,14,1,0,0,0,0,11,6,60,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,73,0,0,2,0,0,35,0,0,5,2,2,0,0,1,11,0,0,577,186,137,26,2,6,0,2,0,0,2,0,97,0,1,5,134,6,1,10,5,0,0,1,0,0,1,1,125,1,0,0,0,1,0,0,37,3,2,0,59,73,11,0,104,0,3,175,0,0,0,15,0,0,36,52,99,0,0,1,4,13,4,0,136,2,62,1,0,31,0,0,26,0,36,13,1,1,0,0,293,54,2,12,67,1
48201311100,0,13,10,0,0,39,0,2,0,0,3,0,9,0,99,11,1,0,2,324,0,4,4,105,0,0,76,2,0,0,6,0,0,0,0,0,3,12,14,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0,0,0,0,0,19,0,0,1,3,2,0,0,0,9,0,0,397,117,78,15,0,3,0,6,0,0,2,0,71,0,1,3,146,2,0,10,2,0,0,0,0,0,0,1,60,0,0,0,0,1,0,1,32,5,1,0,38,44,7,0,101,2,8,245,0,0,0,3,0,1,22,69,77,0,0,1,2,6,5,1,138,8,53,0,0,39,1,0,27,2,38,14,2,0,0,0,167,20,0,1,41,0
48201311200,0,16,3,0,0,6,3,6,0,0,10,0,7,0,145,19,1,0,1,186,0,2,9,85,0,0,26,0,0,0,13,0,2,0,0,2,1,21,13,4,3,4,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,4,14,144,0,0,0,0,0,35,0,0,11,1,7,1,0,0,0,6,0,229,88,179,15,2,7,1,21,0,0,3,0,18,0,0,2,138,5,0,31,0,2,0,1,0,0,0,1,41,5,1,0,0,2,9,1,6,1,2,0,126,16,17,0,73,1,8,140,1,1,0,2,3,1,34,41,89,0,0,1,4,8,2,0,59,6,47,1,0,15,1,1,33,2,31,47,0,1,0,0,148,24,0,8,72,2
48201311300,0,43,6,0,0,2,2,0,0,0,7,0,0,0,32,5,0,0,2,303,0,3,1,68,0,0,29,1,0,0,3,0,0,0,0,0,2,10,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0,0,20,0,0,1,0,0,0,0,0,4,0,0,293,78,95,18,1,5,0,10,0,0,2,0,14,0,0,1,63,5,1,16,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,15,2,0,0,36,17,10,0,106,0,1,213,0,0,0,5,0,0,17,35,59,0,0,4,3,8,4,2,12,4,43,0,0,17,0,2,36,2,24,6,0,0,0,0,164,30,0,7,53,0
48201311400,1,12,0,0,0,23,0,0,0,0,10,0,5,0,27,4,0,0,0,69,0,0,0,45,0,0,22,2,0,0,5,0,0,0,0,1,0,13,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,30,0,0,2,1,5,0,0,0,3,1,0,137,44,39,0,1,1,0,2,0,0,2,0,26,1,0,2,73,0,0,23,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,11,0,1,1,12,17,10,0,34,1,5,137,0,0,0,0,0,0,3,28,48,0,0,1,9,2,1,2,72,7,42,0,0,37,0,0,4,0,10,4,0,0,0,0,118,13,0,3,67,1
48201311500,0,21,4,0,0,6,2,10,0,0,10,0,1,0,59,9,0,0,4,238,0,2,1,87,0,0,112,0,0,0,8,0,1,0,0,4,2,22,25,5,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,8,57,0,0,0,0,1,14,0,0,23,0,1,0,0,1,12,5,0,396,86,109,2,1,8,0,10,0,0,1,0,26,0,0,0,69,1,0,26,1,0,0,0,0,0,0,0,47,1,1,0,0,0,0,0,29,3,0,0,39,26,14,0,85,0,4,227,0,0,0,3,0,0,15,91,97,0,0,5,10,7,12,2,77,6,75,0,0,14,1,0,42,1,29,19,1,0,0,0,226,17,0,4,86,2
48201311600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,0,0,1,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,4,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,1,0,1,1,0,0,0,0,8,0,0,0,3,0
48201311700,0,14,2,0,0,6,0,1,0,0,13,0,0,0,31,6,0,0,1,184,0,6,2,54,0,0,92,1,0,0,23,0,0,0,1,1,2,17,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,195,58,87,3,1,0,0,23,0,0,6,0,11,0,2,4,40,1,0,26,1,0,0,0,0,0,0,1,25,0,1,0,0,1,0,0,30,0,1,0,14,13,6,0,64,0,13,202,0,0,0,1,0,0,20,92,80,0,0,2,20,6,6,2,129,26,46,0,0,7,0,0,12,2,16,10,1,0,0,0,156,19,0,5,56,1
48201311800,0,9,4,0,1,1,0,0,0,0,3,0,2,0,23,6,0,0,1,168,0,1,3,47,0,0,35,2,0,0,4,0,0,0,1,0,0,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,29,0,0,0,1,0,12,0,0,3,1,0,0,0,0,0,0,0,158,93,53,10,0,0,0,18,0,0,2,0,12,0,0,0,56,1,0,7,1,0,0,0,0,0,0,0,52,0,2,0,0,0,0,0,30,0,1,0,50,14,6,0,49,0,0,152,0,0,0,3,1,0,8,62,42,1,0,1,7,2,6,0,102,13,35,0,0,12,0,0,15,0,4,8,0,1,0,0,129,13,0,7,26,0
48201311900,1,17,2,0,0,2,1,1,0,0,10,0,3,0,37,9,0,0,2,120,0,0,1,38,0,0,30,2,0,0,5,0,0,0,0,0,0,28,10,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,50,0,0,0,0,1,8,0,0,2,3,0,1,0,0,1,1,0,126,91,73,12,0,0,0,2,0,1,4,0,13,0,0,7,44,2,0,30,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,20,0,0,0,13,15,11,0,33,0,11,111,0,0,0,3,1,0,8,68,71,0,0,0,50,1,11,0,168,21,59,0,0,23,0,0,9,0,24,3,0,0,0,0,147,23,0,6,48,1
48201312000,0,5,0,0,0,3,0,0,0,0,2,0,1,0,30,3,0,0,1,47,0,6,2,35,0,0,18,0,0,0,1,0,0,0,0,0,2,34,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0,130,120,60,31,2,0,1,1,0,0,1,0,2,0,0,1,48,0,0,16,2,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,18,0,2,0,13,5,13,0,26,3,3,77,0,0,1,1,0,0,22,61,85,0,0,0,21,11,17,3,191,50,61,0,0,8,0,0,19,2,16,2,0,0,0,0,105,26,0,13,106,1
48201312100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,28,37,0,0,0,3,0,7,1,290,27,9,0,0,0,0,0,0,0,1,1,0,0,0,0,25,1,0,0,5,0
48201312200,0,4,0,0,0,3,0,0,0,0,0,0,0,0,29,7,0,0,2,147,0,1,11,38,1,0,36,0,0,0,2,0,0,0,0,0,1,15,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,1,9,0,0,2,1,0,0,0,0,11,0,0,249,44,161,0,7,0,0,17,0,0,2,2,94,0,1,2,215,0,0,12,2,0,0,0,0,0,0,2,44,0,0,0,0,0,0,0,13,1,0,0,32,76,8,0,52,1,7,278,0,0,0,1,0,0,6,37,77,0,0,1,14,2,7,0,55,22,49,0,1,139,0,0,9,1,19,7,0,0,0,0,143,33,0,3,40,3
